cohend,cohend_ci_high,cohend_ci_low,es,es_ci_high,es_ci_low,pval,sampleSize,pval_runAvg,es_runAvg,cohend_runAvg
0.3186081265211855,0.7124294290852243,0.7124294290852243,0.07313589279280622,0.2725589626548731,-0.10822204150512274,0.4875188507778795,10.0,0.4875188507778795,0.07313589279280622,0.3186081265211855
-0.025621605213437416,-0.060087990442540505,-0.060087990442540505,-0.006318617371154078,0.2128070518127908,-0.18921827734221197,0.9526824020557247,11.0,0.7201006264168022,0.03340863771082607,0.14649326065387402
-0.5282306269512582,-1.2938955025410344,-1.2938955025410344,-0.10292283943062402,0.04986722403770466,-0.2579219266265325,0.2093451401215949,12.0,0.5498487976517331,-0.012035188002990629,-0.07841470188117006
0.39275022255118514,1.0013205243782008,1.0013205243782008,0.07474250603956467,0.2296455942591335,-0.05897200542476888,0.3291437573949698,13.0,0.49467253758754226,0.009659235507648196,0.03937652922691874
-0.5222775044756393,-1.3818163922059652,-1.3818163922059652,-0.10447373573585461,0.05467130428671638,-0.24146533687215785,0.17970438302155994,14.0,0.4316789066743458,-0.013167358741052366,-0.07295427751359286
-0.06788037292416106,-0.18589805731212963,-0.18589805731212963,-0.015631750628933017,0.1357954338563508,-0.16692482638007722,0.8540683111835738,15.0,0.5020771407592172,-0.013578090722365807,-0.07210862674868755
0.22666354852682546,0.6411013288444976,0.6411013288444976,0.04661673717363979,0.17362455426538134,-0.08941969285775062,0.5263757904890654,16.0,0.5055483764349098,-0.0049788295943650075,-0.029426887423614267
0.34485354109165955,1.0054122044362621,1.0054122044362621,0.09471481810495702,0.26920740018667516,-0.08141735725361093,0.3225394539695393,17.0,0.48267226112673844,0.007482876368050246,0.01735816614079496
0.3860992356147234,1.1582977068441702,1.1582977068441702,0.08059651093785786,0.2155438468713104,-0.051630905026296636,0.25564250403943883,18.0,0.45368771778443334,0.008415453636181701,0.025794554777487204
-0.38272304707692345,-1.1796316553299708,-1.1796316553299708,-0.08355681398470993,0.05003488058486549,-0.2171179751868255,0.2467534886987027,19.0,0.36544660361480563,-0.0012393209405127809,-0.01884312545544855
0.6945917152632022,2.19649186411486,2.19649186411486,0.1583784464098909,0.30946913865458653,0.030455160793970093,0.03494329594798458,20.0,0.3436463730931043,0.031423339789551585,0.134009667321359
-0.16244585216096782,-0.5263847226935653,-0.5263847226935653,-0.0429835254088905,0.10292552737430005,-0.19568334425158318,0.6016150786978156,21.0,0.37770528825596006,0.01670758585849469,0.06461015798233988
0.4341960059010689,1.4400652370447846,1.4400652370447846,0.08433197011666471,0.19830756113130232,-0.027143297859930693,0.15836565957730295,22.0,0.37503794782542793,0.040308299090059604,0.1841693467794284
-0.08092939515445965,-0.27444493163614225,-0.27444493163614225,-0.015892960118744137,0.09223049220625712,-0.12494279871623246,0.7851052669603428,23.0,0.36641756729752406,0.040275647903833214,0.18253821900064107
-0.01998361636663791,-0.06922527773196364,-0.06922527773196364,-0.0040526146198920365,0.10521248634124819,-0.11290447381201923,0.9451382793855763,24.0,0.4187628784095879,0.033941978929641736,0.15170732338895815
0.028965983752690362,0.10241021767633357,0.10241021767633357,0.006721265014875022,0.13792891223385761,-0.10977068183055072,0.918902914783305,25.0,0.4933083110113087,0.022942784793381486,0.112221378721587
-0.4538018937858326,-1.6362059969474825,-1.6362059969474825,-0.08708881838632487,0.008380506605213278,-0.18100085059574242,0.10810145504153147,26.0,0.4748656798865702,0.001982118627858645,0.007233737546517495
0.16364026453929822,0.6012527242430052,0.6012527242430052,0.04013677979138014,0.16235911475437786,-0.09172205784362591,0.5506283973030834,27.0,0.5128500434621177,0.017443817849869904,0.07552915149854521
